,rating,name,salary,team,opp,exposure_min,exposure_max,projections_proj,projections_ceiling,projections_floor,projections_proj+/-,projections_pts/sal,projections_projown,projections_imppts,projections_leverage+/-,projections_leverage,trends_pro,trends_my,trends_bargain,trends_opp+/-,trends_snaps,vegas_pts,vegas_opppts,vegas_δ,vegas_spread,vegas_o/u,vegas_spread%,passingyear_comp,passingyear_att,passingyear_yards,passingyear_%,passingyear_y/a,passingyear_adjypa,passingyear_td,passingyear_long,passingyear_cay,passingyear_iay,passingyear_%rb,passingyear_%wr,passingyear_%te,passingyear_td%,passingyear_int%,passingyear_sack%,rushingyear_att,rushingyear_rushlong,rushingyear_yards,rushingyear_y/a,rushingyear_td,rushingyear_successrate,redzoneyear_opp,redzoneyear_opp10,redzoneyear_opp5,weather_temp,weather_humidity,weather_precip%,fantasymonth_ppg,fantasymonth_change,fantasymonth_fp/oppor,fantasymonth_fp/snap,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_change,fantasyyear_fp/oppor,fantasyyear_fp/snap,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,passingmonth_cay,passingmonth_iay,slate_id,pos,marketshareyear_rushtd,marketshareyear_rushyds,marketshareyear_snaps,receivingyear_tgts,receivingyear_receptions,receivingyear_yds,receivingyear_long,receivingyear_y/r,receivingyear_td,receivingyear_y/t,redzoneyear_td%,redzoneyear_succ%,marketshareyear_rectgts,marketshareyear_rectd,marketshareyear_recyds,receivingyear_tay,receivingyear_tay%,receivingmonth_tay,receivingmonth_tay%,projections_projsacks,defenseyear_int%,defenseyear_passsucc,defenseyear_rushsucc,defenseyear_sack%,defenseyear_takeaway%,defenseyear_td%allow,defenseyear_ypp,redzoneyear_snaps,redzoneyear_snaps10,redzoneyear_snaps5,Last Name_master,City Name_master,First Name_master,RylandID_master,Position,Name + ID,Name,Id,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,City,First Name,Last Name,RylandID
achane6900rbd,83.78,De'Von Achane,6900,MIA,NE,0,0,18.52,23.9,13.2,4.49,2.7,25.49,14.03,-4,53,7,0,81,-0.2,41,22.5,21,1,-1.5,43.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,52,4.6,0.3,41.5,2.81,1.38,0.94,85,0.67,42,16.5,0,0,0,33,0,0,3,15.4,1,1400,0.95,0.38,47,14,42,21,0,0,9.10.25,RB,45.5,50,62.6,4,4,29,12,7,0.3,0,12.1,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,achane,de'von achane,d,achane6900rbd,RB,De'Von Achane (39971381),De'Von Achane,39971381,RB/FLEX,6900,NE@MIA 09/14/2025 01:00PM ET,MIA,16.5,0,d,achane,achane6900rbd
adams5900wrd,76.6,Davante Adams,5900,LA,TEN,0,0,13.93,19.4,8.5,-0.38,2.4,10.26,14.31,-3,60,5,0,69,-2.9,56,23.5,18,-1.5,-5.5,41.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.89,0.56,85,0.45,0,9.1,-200,0,0,0,0,33,3,17,-0.2,400,1.57,0.29,38,19,33,21,0,0,9.10.25,WR,0,0,0,10,6,77,26,12.6,0.6,0,23.1,0,30.3,33.3,31.7,39.9,37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,adams,davante adams,d,adams5900wrd,WR,Davante Adams (39971681),Davante Adams,39971681,WR/FLEX,5900,LAR@TEN 09/14/2025 01:00PM ET,LAR,9.1,0,d,adams,adams5900wrd
allen2600ted,56.9,Davis Allen,2600,LA,TEN,0,0,2.37,3.6,1.2,-2.82,0.9,0.02,5.19,0,0,3,0,82,-3.4,23,23.5,18,-1.5,-5.5,41.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.12,0.06,85,0.45,0,8.3,100,0,0,33,33,0,3,6,0.1,-2900,6.57,0.26,17,13,4,23,0,0,9.10.25,TE,0,0,0,0,0,3,1,6.5,0,0,20,0,2.9,0,1.3,3.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,allen,davis allen,d,allen2600ted,TE,Davis Allen (39972173),Davis Allen,39972173,TE/FLEX,2600,LAR@TEN 09/14/2025 01:00PM ET,LAR,8.3,0,d,allen,allen2600ted
allen4000rbl,45.86,LeQuint Allen,4000,JAX,CIN,0,0,2.44,3.3,1.6,-3.37,0.6,0,5.81,0,0,1,0,13,-0.3,0,23,26.5,-4.5,3.5,49.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.53,0,5.2,0,0,0,33,0,33,3,5.4,0,-1500,0,0,50,0,25,4,0,0,9.10.25,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,allen,lequint allen,l,allen4000rbl,RB,LeQuint Allen Jr. (39971625),LeQuint Allen Jr.,39971625,RB/FLEX,4000,JAX@CIN 09/14/2025 01:00PM ET,JAX,2.1,0,l,allen,allen4000rbl
allen5200rbb,45.56,Braelon Allen,5200,NYJ,BUF,0,0,4.44,6,2.9,-4.77,0.9,0.02,9.21,0,0,1,0,50,-1.3,17,20,26.5,2,6.5,46.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,19,3.5,0.2,42.3,0.88,0.35,0.12,81,0.46,0,5.2,300,0.86,0.26,33,0,33,3,4.7,-3.6,-300,0.65,0.28,22,4,63,22,0,0,9.10.25,RB,30,20.3,27.2,1,1,8,5,7.7,0.1,0,21.4,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,allen,braelon allen,b,allen5200rbb,RB,Braelon Allen (39971425),Braelon Allen,39971425,RB/FLEX,5200,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,6.9,0,b,allen,allen5200rbb
allen7100qbj,83.04,Josh Allen,7100,BUF,NYJ,0,0,23.7,35.7,11.7,1.22,3.3,11.95,22.48,2,83,4,0,51,-1,57,26.5,20,0,-6.5,46.5,48,19,31,240,62,7.6,7.99,1.8,42,111.9,265.5,0,0,0,5.8,1.3,2.8,6,13,32,5.4,0.7,59.3,6.81,3.31,1.63,81,0.46,0,41.8,-100,0,0,33,33,0,3,25.9,1.2,1600,0.68,0.46,73,47,8,23,0,0,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,allen,josh allen,j,allen7100qbj,QB,Josh Allen (39971296),Josh Allen,39971296,QB,7100,BUF@NYJ 09/14/2025 01:00PM ET,BUF,41.76,0,j,allen,allen7100qbj
andrews4700tem,75.31,Mark Andrews,4700,BAL,CLE,0,0,9.34,12.7,6,-1.15,2,9.24,10.49,-3,57,5,0,16,-1.1,38,28.5,17,0,-11.5,45.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.41,0.12,82,0.47,0,1.5,-200,0,0,0,0,50,2,12.1,2.2,-800,2.73,0.32,68,45,13,22,0,0,9.10.25,TE,0,0,0,4,3,41,20,12.4,0.7,0,68.8,0,16.1,27.5,16.8,29.4,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,andrews,mark andrews,m,andrews4700tem,TE,Mark Andrews (39972103),Mark Andrews,39972103,TE/FLEX,4700,CLE@BAL 09/14/2025 01:00PM ET,BAL,1.5,0,m,andrews,andrews4700tem
arizona3400,51.8,Arizona,3400,ARI,CAR,0,0,6.82,15.6,-2,-0.17,2,2.49,6.99,15,98,3,0,16,-0.7,0,25.5,19,4.5,-6.5,44.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0.18,0,6.3,-100,0,0,66,0,33,3,5.8,0.5,-2100,0,0,72,45,27,22,0,0,9.10.25,D,0,0,0,0,0,0,0,0,0,0,16.87,0,0,0,0,0,0,0,0,2.1,1.6,51.07,44.27,7.12,0.89,3.44,6.96,9.76,5.69,3.29,arizona,arizona,a,arizona3400,D,Cardinals  (39972350),Arizona,39972350,DST,3400,CAR@ARI 09/14/2025 04:05PM ET,ARI,5,Arizona,a,arizon,arizona3400
arroyo2600tee,65.03,Elijah Arroyo,2600,SEA,PIT,0,0,2.77,4.1,1.5,-2.42,1.1,0.07,5.19,1,81,1,0,87,0.3,0,18.3,21.3,-4.2,3,39.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.45,0,2.8,-100,0,0,33,0,33,3,3,-1,-2900,0,0,25,0,50,4,0,0,9.10.25,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arroyo,elijah arroyo,e,arroyo2600tee,TE,Elijah Arroyo (39972171),Elijah Arroyo,39972171,TE/FLEX,2600,SEA@PIT 09/14/2025 01:00PM ET,SEA,1.7,0,e,arroyo,arroyo2600tee
atwell3500wrt,60.35,Tutu Atwell,3500,LA,TEN,0,0,6.31,9.2,3.4,-1.47,1.8,0.13,7.78,12,93,1,0,75,-2.9,26,23.5,18,-1.5,-5.5,41.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0,85,0.45,0,1.4,-100,0,0,0,0,33,3,6.1,-2.5,-2000,1.21,0.23,50,18,22,22,0,0,9.10.25,WR,0,0,0,3,2,35,17,13.4,0,0,0,0,12.6,0,14.9,29.1,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,atwell,tutu atwell,t,atwell3500wrt,WR,Tutu Atwell (39971783),Tutu Atwell,39971783,WR/FLEX,3500,LAR@TEN 09/14/2025 01:00PM ET,LAR,1.4,0,t,atwell,atwell3500wrt
austin4700wrc,58.52,Calvin Austin,4700,PIT,SEA,0,0,9.11,13,5.2,-1.93,1.9,0.44,11.04,11,92,1,0,23,-1.4,35,21.3,18.3,0.3,-3,39.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.12,0.06,80,0.45,0,17,300,2.83,0.38,33,33,0,3,7.5,-0.1,-800,2.04,0.21,57,30,15,26,0,0,9.10.25,WR,0,0,0,3,2,35,21,15.7,0.3,0,16.7,0,13.2,20,16.5,25.7,20,48,60.4,0,0,0,0,0,0,0,0,0,0,0,austin,calvin austin,c,austin4700wrc,WR,Calvin Austin III (39971727),Calvin Austin III,39971727,WR/FLEX,4700,SEA@PIT 09/14/2025 01:00PM ET,PIT,17,0,c,austin,austin4700wrc
ayomanor3200wre,67.01,Elic Ayomanor,3200,TEN,LA,0,0,7.85,11.6,4.1,0.89,2.5,5.11,6.96,-20,28,3,0,93,-4.6,0,18,23.5,-2.5,5.5,41.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0.45,0,5.2,100,0,0,66,0,33,3,5.2,-0.8,-2300,0,0,50,0,25,4,0,0,9.10.25,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ayomanor,elic ayomanor,e,ayomanor3200wre,WR,Elic Ayomanor (39971813),Elic Ayomanor,39971813,WR/FLEX,3200,LAR@TEN 09/14/2025 01:00PM ET,TEN,3.3,0,e,ayomanor,ayomanor3200wre
badie4100rbt,43.95,Tyler Badie,4100,DEN,IND,0,0,2.64,3.6,1.7,-3.46,0.6,0.04,6.1,0,0,1,0,21,-1.3,7,22.5,21,-1.5,-1.5,43.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,28,7.8,0,54.5,0.06,0,0,82,0.59,0,5.7,100,0,0,33,0,66,3,4.3,-0.5,-1400,0.92,0.61,14,0,23,21,0,0,9.10.25,RB,0,26.4,11.1,1,1,0,0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,badie,tyler badie,t,badie4100rbt,RB,Tyler Badie (39971489),Tyler Badie,39971489,RB/FLEX,4100,DEN@IND 09/14/2025 04:05PM ET,DEN,3.6,0,t,badie,badie4100rbt
baltimore3700,76.22,Baltimore,3700,BAL,CLE,0,0,7.68,15.5,-0.1,-0.11,2.1,7.24,7.79,-2,47,4,0,79,6.2,0,28.5,17,0,-11.5,45.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.47,0,5.5,1000,0,0,50,0,50,2,6.9,-0.2,-1800,0,0,85,23,14,21,0,0,9.10.25,D,0,0,0,0,0,0,0,0,0,0,18.63,0,0,0,0,0,0,0,0,2.2,1.71,45.65,35.03,8.23,1.06,4.14,7.09,9.47,4.94,3.4,baltimore,baltimore,b,baltimore3700,D,Ravens  (39972347),Baltimore,39972347,DST,3700,CLE@BAL 09/14/2025 01:00PM ET,BAL,-3,Baltimore,b,baltimor,baltimore3700
barkley8000rbs,81.18,Saquon Barkley,8000,PHI,KC,0,0,18.7,24.1,13.3,1.55,2.3,9.81,17.15,7,94,7,0,88,-0.8,49,24,22.5,0.5,-1.5,46.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,122,5.8,0.8,43.7,4,1.82,1.06,87,0.48,3,18.4,-200,0.8,0.37,33,0,0,3,24.1,5.2,2500,1,0.49,62,33,20,24,0,0,9.10.25,RB,40,65,73.4,2,2,17,11,8,0.1,0,8.8,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,barkley,saquon barkley,s,barkley8000rbs,RB,Saquon Barkley (39971375),Saquon Barkley,39971375,RB/FLEX,8000,PHI@KC 09/14/2025 04:25PM ET,PHI,18.4,0,s,barkley,barkley8000rbs
barner2800tea,70.45,AJ Barner,2800,SEA,PIT,0,0,4.28,6,2.6,-1.41,1.5,0.78,5.69,-7,43,1,0,82,0.3,29,18.3,21.3,-4.2,3,39.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.24,0.18,80,0.45,0,1.4,0,0,0,0,0,66,3,5.1,-0.3,-2700,2.13,0.18,65,25,15,20,0,0,9.10.25,TE,0,0,0,2,1,15,9,8.2,0.3,0,57.1,0,7,20,5.8,5.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,barner,aj barner,a,barner2800tea,TE,AJ Barner (39972163),AJ Barner,39972163,TE/FLEX,2800,SEA@PIT 09/14/2025 01:00PM ET,SEA,1.2,0,a,barner,barner2800tea
bateman4600wrr,63.1,Rashod Bateman,4600,BAL,CLE,0,0,7.79,11.2,4.4,-2.98,1.7,1.45,10.77,-4,57,1,0,69,-2.1,43,28.5,17,0,-11.5,45.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.18,0.12,82,0.47,0,3,-100,0,0,0,0,50,2,11.2,0.8,-900,2.67,0.26,68,31,18,22,0,0,9.10.25,WR,0,0,0,4,2,43,23,16.3,0.6,0,66.7,0,16.1,22.5,18,34.9,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,bateman,rashod bateman,r,bateman4600wrr,WR,Rashod Bateman (39971731),Rashod Bateman,39971731,WR/FLEX,4600,CLE@BAL 09/14/2025 01:00PM ET,BAL,3,0,r,bateman,bateman4600wrr
benson4600rbt,64.79,Trey Benson,4600,ARI,CAR,0,0,6.14,8,4.3,-1.37,1.3,0.2,7.51,-1,67,2,0,28,2.1,10,25.5,19,4.5,-6.5,44.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,23,4.6,0.1,36.7,0.24,0.12,0.06,94,0.18,0,8.5,0,0,0,33,0,0,3,4.5,-2.1,-900,0.83,0.45,25,0,40,20,0,0,9.10.25,RB,8.3,16.5,16.9,0,0,4,4,10.8,0,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benson,trey benson,t,benson4600rbt,RB,Trey Benson (39971451),Trey Benson,39971451,RB/FLEX,4600,CAR@ARI 09/14/2025 04:05PM ET,ARI,8.5,0,t,benson,benson4600rbt
bond3300wri,42.35,Isaiah Bond,3300,CLE,BAL,0,0,2.35,3.5,1.2,-4.88,0.7,0,7.23,0,0,1,0,26,-2.1,0,17,28.5,1,11.5,45.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.47,0,1.5,-600,0,0,0,0,50,2,1.5,-3.5,-2200,0,0,0,0,50,2,0,0,9.10.25,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bond,isaiah bond,i,bond3300wri,WR,Isaiah Bond (39971803),Isaiah Bond,39971803,WR/FLEX,3300,CLE@BAL 09/14/2025 01:00PM ET,CLE,1.5,0,i,bond,bond3300wri
boutte4500wrk,60.52,Kayshon Boutte,4500,NE,MIA,0,0,7.49,10.8,4.2,-3.01,1.7,1.8,10.5,-8,47,1,0,69,-1.1,50,21,22.5,-3,1.5,43.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.12,0.12,85,0.67,42,10.6,700,0,0,33,33,33,3,8.6,1.6,-1000,1.9,0.17,70,35,10,20,0,0,9.10.25,WR,0,0,0,4,2,39,21,13.7,0.2,0,0,0,15,17.6,19.2,26.3,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,boutte,kayshon boutte,k,boutte4500wrk,WR,Kayshon Boutte (39971735),Kayshon Boutte,39971735,WR/FLEX,4500,NE@MIA 09/14/2025 01:00PM ET,NE,19.3,0,k,boutte,boutte4500wrk
brown4200wrd,55.46,Dyami Brown,4200,JAX,CIN,0,0,7.68,11,4.3,-2,1.8,0.38,9.68,3,79,1,0,19,-3.8,29,23,26.5,-4.5,3.5,49.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.12,0.06,82,0.53,0,8.8,-100,0,0,33,0,0,3,6,-1.4,-1300,1.55,0.21,60,21,21,23,0,0,9.10.25,WR,0,0,0,2,2,20,16,10.3,0.1,0,0,0,9,4,8.8,6,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,brown,dyami brown,d,brown4200wrd,WR,Dyami Brown (39971745),Dyami Brown,39971745,WR/FLEX,4200,JAX@CIN 09/14/2025 01:00PM ET,JAX,8.8,0,d,brown,brown4200wrd
brown5200wrh,70.34,Hollywood Brown,5200,KC,PHI,0,0,12.63,17.1,8.2,0.23,2.4,10.46,12.4,-12,40,5,0,85,-2.2,34,22.5,24,0.5,1.5,46.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.18,0,87,0.48,3,19.9,1200,1.24,0.35,33,33,0,3,11.1,0.4,-300,1.08,0.33,18,9,0,22,0,0,9.10.25,WR,0,0,0,10,6,63,28,10,0,0,0,0,26.5,0,22.7,35,31.1,60,37.3,0,0,0,0,0,0,0,0,0,0,0,brown,hollywood brown,h,brown5200wrh,WR,Hollywood Brown (39971707),Hollywood Brown,39971707,WR/FLEX,5200,PHI@KC 09/14/2025 04:25PM ET,KC,19.9,0,h,brown,brown5200wrh
brown6600wra,77.07,A.J. Brown,6600,PHI,KC,0,0,15.33,21.6,9,-0.88,2.3,6.28,16.21,13,94,4,0,29,-0.5,57,24,22.5,0.5,-1.5,46.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.24,0.12,87,0.48,3,1.8,-300,1.8,0.03,0,0,33,3,15.3,-2.7,1100,2.27,0.27,30,23,30,26,0,0,9.10.25,WR,0,0,0,6,4,74,27,15.4,0.5,0,40,0,32.2,33.3,39.2,52.3,45.5,8,7.1,0,0,0,0,0,0,0,0,0,0,0,brown,a.j. brown,a,brown6600wra,WR,A.J. Brown (39971665),A.J. Brown,39971665,WR/FLEX,6600,PHI@KC 09/14/2025 04:25PM ET,PHI,1.8,0,a,brown,brown6600wra
brown6800rbc,83.94,Chase Brown,6800,CIN,JAX,0,0,17.45,22.5,12.4,3.7,2.6,23.29,13.75,-4,53,8,0,72,0.4,44,26.5,23,4.5,-3.5,49.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,65,4.3,0.5,38.5,3.71,2.18,1.06,82,0.53,0,13.1,200,0,0,50,0,0,2,15.7,3.5,1300,0.82,0.36,85,28,4,21,0,0,9.10.25,RB,70,68.2,66.1,4,3,23,11,6.8,0.3,0,14.6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brown,chase brown,c,brown6800rbc,RB,Chase Brown (39971383),Chase Brown,39971383,RB/FLEX,6800,JAX@CIN 09/14/2025 01:00PM ET,CIN,13.1,0,c,brown,brown6800rbc
brown7000wra,73.75,Amon-Ra St. Brown,7000,DET,CHI,0,0,14.97,20.3,9.7,-2.33,2.1,7.97,17.3,4,82,5,0,69,-3.3,59,26.5,20,4.5,-6.5,46.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.94,0.47,0,0,0,8.5,-100,0,0,0,0,33,3,19.5,-0.3,1500,2.04,0.33,56,21,30,23,0,0,9.10.25,WR,0,0,0,8,7,78,23,11.2,0.8,0,28.1,0,27.2,31.6,27.8,52.8,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,brown,amon-ra st. brown,a,brown7000wra,WR,Amon-Ra St. Brown (39971661),Amon-Ra St. Brown,39971661,WR/FLEX,7000,CHI@DET 09/14/2025 01:00PM ET,DET,8.5,0,a,brown,brown7000wra
buffalo3300,48.37,Buffalo,3300,BUF,NYJ,0,0,6.76,15,-1.4,0.04,2,3.22,6.72,2,76,3,0,51,-1,0,26.5,20,0,-6.5,46.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0.46,0,1,300,0,0,0,0,66,3,6.4,0.7,-2200,0,0,69,34,26,23,0,0,9.10.25,D,0,0,0,0,0,0,0,0,0,0,21.71,0,0,0,0,0,0,0,0,2,2.46,50.28,40,6.62,1.41,4.82,7.39,9.5,4.93,3.83,buffalo,buffalo,b,buffalo3300,D,Bills  (39972351),Buffalo,39972351,DST,3300,BUF@NYJ 09/14/2025 01:00PM ET,BUF,0,Buffalo,b,buffal,buffalo3300
burden4700wrl,39.91,Luther Burden,4700,CHI,DET,0,0,3.48,5.1,1.9,-7.56,0.7,0,11.04,0,0,0,0,50,-0.8,0,20,26.5,-6.5,6.5,46.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,100,0,0,33,0,66,3,3.6,-2.5,-800,0,0,25,0,75,4,0,0,9.10.25,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,burden,luther burden,l,burden4700wrl,WR,Luther Burden III (39971725),Luther Burden III,39971725,WR/FLEX,4700,CHI@DET 09/14/2025 01:00PM ET,CHI,0.7,0,l,burden,burden4700wrl
burrow6600qbj,67.04,Joe Burrow,6600,CIN,JAX,0,0,21.56,32.6,10.5,0.35,3.3,13.3,21.21,-2,47,3,0,34,-3.9,67,26.5,23,4.5,-3.5,49.5,46,27,38,297,70,7.6,7.55,2.7,43,164,277.9,0,0,0,7.1,1.6,6.9,2,9,11,4.9,0.1,47.4,7.88,4.47,3.06,82,0.53,0,8.8,-300,0,0,0,0,50,2,23.7,2.1,1100,0.53,0.35,90,50,5,20,0,0,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,burrow,joe burrow,j,burrow6600qbj,QB,Joe Burrow (39971299),Joe Burrow,39971299,QB,6600,JAX@CIN 09/14/2025 01:00PM ET,CIN,8.82,0,j,burrow,burrow6600qbj
carolina2300,42.8,Carolina,2300,CAR,ARI,0,0,5.54,12.3,-1.2,1.51,2.4,2.78,4.03,-5,30,1,0,28,-0.7,0,19,25.5,-6.5,6.5,44.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0.18,0,2.3,-100,0,0,33,0,66,3,2.7,-1.3,-3200,0,0,50,10,45,20,0,0,9.10.25,D,0,0,0,0,0,0,0,0,0,0,20.96,0,0,0,0,0,0,0,0,1.8,1.86,51.21,51.62,5.77,0.9,4.98,7.49,13.47,6.63,4,carolina,carolina,c,carolina2300,D,Panthers  (39972369),Carolina,39972369,DST,2300,CAR@ARI 09/14/2025 04:05PM ET,CAR,2,Carolina,c,carolin,carolina2300
charbonnet5100rbz,58.57,Zach Charbonnet,5100,SEA,PIT,0,0,8.87,11.7,6,-0.06,1.7,0.36,8.93,2,83,1,0,59,0,34,18.3,21.3,-4.2,3,39.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,34,4.4,0.5,37.8,1.71,1.18,0.88,80,0.45,0,10.6,200,0,0,66,0,0,3,11.1,0.8,-400,1.01,0.33,40,15,50,20,0,0,9.10.25,RB,53.3,37.6,52.8,3,2,19,11,7.8,0,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,charbonnet,zach charbonnet,z,charbonnet5100rbz,RB,Zach Charbonnet (39971427),Zach Charbonnet,39971427,RB/FLEX,5100,SEA@PIT 09/14/2025 01:00PM ET,SEA,10.7,0,z,charbonnet,charbonnet5100rbz
chase8100wrj,79.99,Ja'Marr Chase,8100,CIN,JAX,0,0,20.15,27.8,12.5,-0.14,2.5,17.7,20.29,3,79,6,0,29,-1.1,63,26.5,23,4.5,-3.5,49.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,1,0.76,82,0.53,0,4.6,0,0,0,0,0,50,2,23.8,2.9,2600,2.16,0.37,73,36,21,19,0,0,9.10.25,WR,0,0,0,10,7,102,35,13.6,1.1,0,22.2,0,28,39.5,34.6,55.2,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,chase,ja'marr chase,j,chase8100wrj,WR,Ja'Marr Chase (39971653),Ja'Marr Chase,39971653,WR/FLEX,8100,JAX@CIN 09/14/2025 01:00PM ET,CIN,4.6,0,j,chase,chase8100wrj
chestnut4000rbj,39.15,Julius Chestnut,4000,TEN,LA,0,0,2.2,3,1.4,-3.61,0.6,0,5.81,0,0,0,0,34,-2.8,8,18,23.5,-2.5,5.5,41.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,4.6,0,45.5,0.35,0.12,0.12,85,0.45,0,4.1,0,0,0,33,0,66,3,2.7,-1.3,-1500,1.06,0.33,5,0,50,20,0,0,9.10.25,RB,0,8.3,12.6,0,0,1,1,5.5,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chestnut,julius chestnut,j,chestnut4000rbj,RB,Julius Chestnut (39971547),Julius Chestnut,39971547,RB/FLEX,4000,LAR@TEN 09/14/2025 01:00PM ET,TEN,0.2,0,j,chestnut,chestnut4000rbj
